BudgetID,DateKey,AccountID,BudgetAmount,BudgetVersion,Year,Month
633,20250501,6008,49880.0,Final,2025,5
634,20250501,6009,25520.0,Final,2025,5
635,20250501,6010,20300.0,Final,2025,5
636,20250501,6011,8700.0,Final,2025,5
637,20250501,6012,16240.0,Final,2025,5
638,20250501,7001,69600.0,Final,2025,5
639,20250601,4001,545600.0,Final,2025,6
640,20250601,4002,334800.0,Final,2025,6
641,20250601,4003,217000.0,Final,2025,6
642,20250601,4004,142600.0,Final,2025,6
643,20250601,4005,111600.0,Final,2025,6
644,20250601,4010,17360.0,Final,2025,6
645,20250601,5001,203000.0,Final,2025,6
646,20250601,5002,104400.0,Final,2025,6
647,20250601,5003,49880.0,Final,2025,6
648,20250601,6001,359600.0,Final,2025,6
649,20250601,6002,95120.0,Final,2025,6
650,20250601,6003,62640.0,Final,2025,6
651,20250601,6004,13340.0,Final,2025,6
652,20250601,6005,83520.0,Final,2025,6
653,20250601,6006,27840.0,Final,2025,6
654,20250601,6007,38280.0,Final,2025,6
655,20250601,6008,49880.0,Final,2025,6
656,20250601,6009,25520.0,Final,2025,6
657,20250601,6010,20300.0,Final,2025,6
658,20250601,6011,8700.0,Final,2025,6
659,20250601,6012,16240.0,Final,2025,6
660,20250601,7001,69600.0,Final,2025,6
661,20250701,4001,545600.0,Final,2025,7
662,20250701,4002,334800.0,Final,2025,7
663,20250701,4003,217000.0,Final,2025,7
664,20250701,4004,142600.0,Final,2025,7
665,20250701,4005,111600.0,Final,2025,7
666,20250701,4010,17360.0,Final,2025,7
667,20250701,5001,203000.0,Final,2025,7
668,20250701,5002,104400.0,Final,2025,7
669,20250701,5003,49880.0,Final,2025,7
670,20250701,6001,359600.0,Final,2025,7
671,20250701,6002,95120.0,Final,2025,7
672,20250701,6003,62640.0,Final,2025,7
673,20250701,6004,13340.0,Final,2025,7
674,20250701,6005,83520.0,Final,2025,7
675,20250701,6006,27840.0,Final,2025,7
676,20250701,6007,38280.0,Final,2025,7
677,20250701,6008,49880.0,Final,2025,7
678,20250701,6009,25520.0,Final,2025,7
679,20250701,6010,20300.0,Final,2025,7
680,20250701,6011,8700.0,Final,2025,7
681,20250701,6012,16240.0,Final,2025,7
682,20250701,7001,69600.0,Final,2025,7
683,20250801,4001,545600.0,Final,2025,8
684,20250801,4002,334800.0,Final,2025,8
685,20250801,4003,217000.0,Final,2025,8
686,20250801,4004,142600.0,Final,2025,8
687,20250801,4005,111600.0,Final,2025,8
688,20250801,4010,17360.0,Final,2025,8
689,20250801,5001,203000.0,Final,2025,8
690,20250801,5002,104400.0,Final,2025,8
691,20250801,5003,49880.0,Final,2025,8
692,20250801,6001,359600.0,Final,2025,8
693,20250801,6002,95120.0,Final,2025,8
694,20250801,6003,62640.0,Final,2025,8
695,20250801,6004,13340.0,Final,2025,8
696,20250801,6005,83520.0,Final,2025,8
697,20250801,6006,27840.0,Final,2025,8
698,20250801,6007,38280.0,Final,2025,8
699,20250801,6008,49880.0,Final,2025,8
700,20250801,6009,25520.0,Final,2025,8
701,20250801,6010,20300.0,Final,2025,8
702,20250801,6011,8700.0,Final,2025,8
703,20250801,6012,16240.0,Final,2025,8
704,20250801,7001,69600.0,Final,2025,8
705,20250901,4001,545600.0,Final,2025,9
706,20250901,4002,334800.0,Final,2025,9
707,20250901,4003,217000.0,Final,2025,9
708,20250901,4004,142600.0,Final,2025,9
709,20250901,4005,111600.0,Final,2025,9
710,20250901,4010,17360.0,Final,2025,9
711,20250901,5001,203000.0,Final,2025,9
712,20250901,5002,104400.0,Final,2025,9
713,20250901,5003,49880.0,Final,2025,9
714,20250901,6001,359600.0,Final,2025,9
715,20250901,6002,95120.0,Final,2025,9
716,20250901,6003,62640.0,Final,2025,9
717,20250901,6004,13340.0,Final,2025,9
718,20250901,6005,83520.0,Final,2025,9
719,20250901,6006,27840.0,Final,2025,9
720,20250901,6007,38280.0,Final,2025,9
721,20250901,6008,49880.0,Final,2025,9
722,20250901,6009,25520.0,Final,2025,9
723,20250901,6010,20300.0,Final,2025,9
724,20250901,6011,8700.0,Final,2025,9
725,20250901,6012,16240.0,Final,2025,9
726,20250901,7001,69600.0,Final,2025,9
727,20251001,4001,545600.0,Final,2025,10
728,20251001,4002,334800.0,Final,2025,10
729,20251001,4003,217000.0,Final,2025,10
730,20251001,4004,142600.0,Final,2025,10
731,20251001,4005,111600.0,Final,2025,10
732,20251001,4010,17360.0,Final,2025,10
733,20251001,5001,203000.0,Final,2025,10
734,20251001,5002,104400.0,Final,2025,10
735,20251001,5003,49880.0,Final,2025,10
736,20251001,6001,359600.0,Final,2025,10
737,20251001,6002,95120.0,Final,2025,10
738,20251001,6003,62640.0,Final,2025,10
739,20251001,6004,13340.0,Final,2025,10
740,20251001,6005,83520.0,Final,2025,10
741,20251001,6006,27840.0,Final,2025,10
742,20251001,6007,38280.0,Final,2025,10
743,20251001,6008,49880.0,Final,2025,10
744,20251001,6009,25520.0,Final,2025,10
745,20251001,6010,20300.0,Final,2025,10
746,20251001,6011,8700.0,Final,2025,10
747,20251001,6012,16240.0,Final,2025,10
748,20251001,7001,69600.0,Final,2025,10
749,20251101,4001,545600.0,Final,2025,11
750,20251101,4002,334800.0,Final,2025,11
751,20251101,4003,217000.0,Final,2025,11
752,20251101,4004,142600.0,Final,2025,11
753,20251101,4005,111600.0,Final,2025,11
754,20251101,4010,17360.0,Final,2025,11
755,20251101,5001,203000.0,Final,2025,11
756,20251101,5002,104400.0,Final,2025,11
757,20251101,5003,49880.0,Final,2025,11
758,20251101,6001,359600.0,Final,2025,11
759,20251101,6002,95120.0,Final,2025,11
760,20251101,6003,62640.0,Final,2025,11
761,20251101,6004,13340.0,Final,2025,11
762,20251101,6005,83520.0,Final,2025,11
763,20251101,6006,27840.0,Final,2025,11
764,20251101,6007,38280.0,Final,2025,11
765,20251101,6008,49880.0,Final,2025,11
766,20251101,6009,25520.0,Final,2025,11
767,20251101,6010,20300.0,Final,2025,11
768,20251101,6011,8700.0,Final,2025,11
769,20251101,6012,16240.0,Final,2025,11
770,20251101,7001,69600.0,Final,2025,11
771,20251201,4001,545600.0,Final,2025,12
772,20251201,4002,334800.0,Final,2025,12
773,20251201,4003,217000.0,Final,2025,12
774,20251201,4004,142600.0,Final,2025,12
775,20251201,4005,111600.0,Final,2025,12
776,20251201,4010,17360.0,Final,2025,12
777,20251201,5001,203000.0,Final,2025,12
778,20251201,5002,104400.0,Final,2025,12
779,20251201,5003,49880.0,Final,2025,12
780,20251201,6001,359600.0,Final,2025,12
781,20251201,6002,95120.0,Final,2025,12
782,20251201,6003,62640.0,Final,2025,12
783,20251201,6004,13340.0,Final,2025,12
784,20251201,6005,83520.0,Final,2025,12
785,20251201,6006,27840.0,Final,2025,12
786,20251201,6007,38280.0,Final,2025,12
787,20251201,6008,49880.0,Final,2025,12
788,20251201,6009,25520.0,Final,2025,12
789,20251201,6010,20300.0,Final,2025,12
790,20251201,6011,8700.0,Final,2025,12
791,20251201,6012,16240.0,Final,2025,12
792,20251201,7001,69600.0,Final,2025,12
