DateKey,Date,Year,Quarter,QuarterNumber,Month,MonthNumber,MonthShort,Week,DayOfWeek,DayOfMonth,IsWeekend,FiscalYear,FiscalQuarter,YearMonth
20230915,2023-09-15,2023,Q3,3,September,9,Sep,37,Friday,15,0,FY2023,FQ4,2023-09
20230916,2023-09-16,2023,Q3,3,September,9,Sep,37,Saturday,16,1,FY2023,FQ4,2023-09
20230917,2023-09-17,2023,Q3,3,September,9,Sep,37,Sunday,17,1,FY2023,FQ4,2023-09
20230918,2023-09-18,2023,Q3,3,September,9,Sep,38,Monday,18,0,FY2023,FQ4,2023-09
20230919,2023-09-19,2023,Q3,3,September,9,Sep,38,Tuesday,19,0,FY2023,FQ4,2023-09
20230920,2023-09-20,2023,Q3,3,September,9,Sep,38,Wednesday,20,0,FY2023,FQ4,2023-09
20230921,2023-09-21,2023,Q3,3,September,9,Sep,38,Thursday,21,0,FY2023,FQ4,2023-09
20230922,2023-09-22,2023,Q3,3,September,9,Sep,38,Friday,22,0,FY2023,FQ4,2023-09
20230923,2023-09-23,2023,Q3,3,September,9,Sep,38,Saturday,23,1,FY2023,FQ4,2023-09
20230924,2023-09-24,2023,Q3,3,September,9,Sep,38,Sunday,24,1,FY2023,FQ4,2023-09
20230925,2023-09-25,2023,Q3,3,September,9,Sep,39,Monday,25,0,FY2023,FQ4,2023-09
20230926,2023-09-26,2023,Q3,3,September,9,Sep,39,Tuesday,26,0,FY2023,FQ4,2023-09
20230927,2023-09-27,2023,Q3,3,September,9,Sep,39,Wednesday,27,0,FY2023,FQ4,2023-09
20230928,2023-09-28,2023,Q3,3,September,9,Sep,39,Thursday,28,0,FY2023,FQ4,2023-09
20230929,2023-09-29,2023,Q3,3,September,9,Sep,39,Friday,29,0,FY2023,FQ4,2023-09
20230930,2023-09-30,2023,Q3,3,September,9,Sep,39,Saturday,30,1,FY2023,FQ4,2023-09
20231001,2023-10-01,2023,Q4,4,October,10,Oct,39,Sunday,1,1,FY2023,FQ1,2023-10
20231002,2023-10-02,2023,Q4,4,October,10,Oct,40,Monday,2,0,FY2023,FQ1,2023-10
20231003,2023-10-03,2023,Q4,4,October,10,Oct,40,Tuesday,3,0,FY2023,FQ1,2023-10
20231004,2023-10-04,2023,Q4,4,October,10,Oct,40,Wednesday,4,0,FY2023,FQ1,2023-10
20231005,2023-10-05,2023,Q4,4,October,10,Oct,40,Thursday,5,0,FY2023,FQ1,2023-10
20231006,2023-10-06,2023,Q4,4,October,10,Oct,40,Friday,6,0,FY2023,FQ1,2023-10
20231007,2023-10-07,2023,Q4,4,October,10,Oct,40,Saturday,7,1,FY2023,FQ1,2023-10
20231008,2023-10-08,2023,Q4,4,October,10,Oct,40,Sunday,8,1,FY2023,FQ1,2023-10
20231009,2023-10-09,2023,Q4,4,October,10,Oct,41,Monday,9,0,FY2023,FQ1,2023-10
20231010,2023-10-10,2023,Q4,4,October,10,Oct,41,Tuesday,10,0,FY2023,FQ1,2023-10
20231011,2023-10-11,2023,Q4,4,October,10,Oct,41,Wednesday,11,0,FY2023,FQ1,2023-10
20231012,2023-10-12,2023,Q4,4,October,10,Oct,41,Thursday,12,0,FY2023,FQ1,2023-10
20231013,2023-10-13,2023,Q4,4,October,10,Oct,41,Friday,13,0,FY2023,FQ1,2023-10
20231014,2023-10-14,2023,Q4,4,October,10,Oct,41,Saturday,14,1,FY2023,FQ1,2023-10
20231015,2023-10-15,2023,Q4,4,October,10,Oct,41,Sunday,15,1,FY2023,FQ1,2023-10
20231016,2023-10-16,2023,Q4,4,October,10,Oct,42,Monday,16,0,FY2023,FQ1,2023-10
20231017,2023-10-17,2023,Q4,4,October,10,Oct,42,Tuesday,17,0,FY2023,FQ1,2023-10
20231018,2023-10-18,2023,Q4,4,October,10,Oct,42,Wednesday,18,0,FY2023,FQ1,2023-10
20231019,2023-10-19,2023,Q4,4,October,10,Oct,42,Thursday,19,0,FY2023,FQ1,2023-10
20231020,2023-10-20,2023,Q4,4,October,10,Oct,42,Friday,20,0,FY2023,FQ1,2023-10
20231021,2023-10-21,2023,Q4,4,October,10,Oct,42,Saturday,21,1,FY2023,FQ1,2023-10
20231022,2023-10-22,2023,Q4,4,October,10,Oct,42,Sunday,22,1,FY2023,FQ1,2023-10
20231023,2023-10-23,2023,Q4,4,October,10,Oct,43,Monday,23,0,FY2023,FQ1,2023-10
20231024,2023-10-24,2023,Q4,4,October,10,Oct,43,Tuesday,24,0,FY2023,FQ1,2023-10
20231025,2023-10-25,2023,Q4,4,October,10,Oct,43,Wednesday,25,0,FY2023,FQ1,2023-10
20231026,2023-10-26,2023,Q4,4,October,10,Oct,43,Thursday,26,0,FY2023,FQ1,2023-10
20231027,2023-10-27,2023,Q4,4,October,10,Oct,43,Friday,27,0,FY2023,FQ1,2023-10
20231028,2023-10-28,2023,Q4,4,October,10,Oct,43,Saturday,28,1,FY2023,FQ1,2023-10
20231029,2023-10-29,2023,Q4,4,October,10,Oct,43,Sunday,29,1,FY2023,FQ1,2023-10
20231030,2023-10-30,2023,Q4,4,October,10,Oct,44,Monday,30,0,FY2023,FQ1,2023-10
20231031,2023-10-31,2023,Q4,4,October,10,Oct,44,Tuesday,31,0,FY2023,FQ1,2023-10
20231101,2023-11-01,2023,Q4,4,November,11,Nov,44,Wednesday,1,0,FY2023,FQ1,2023-11
20231102,2023-11-02,2023,Q4,4,November,11,Nov,44,Thursday,2,0,FY2023,FQ1,2023-11
20231103,2023-11-03,2023,Q4,4,November,11,Nov,44,Friday,3,0,FY2023,FQ1,2023-11
20231104,2023-11-04,2023,Q4,4,November,11,Nov,44,Saturday,4,1,FY2023,FQ1,2023-11
20231105,2023-11-05,2023,Q4,4,November,11,Nov,44,Sunday,5,1,FY2023,FQ1,2023-11
20231106,2023-11-06,2023,Q4,4,November,11,Nov,45,Monday,6,0,FY2023,FQ1,2023-11
20231107,2023-11-07,2023,Q4,4,November,11,Nov,45,Tuesday,7,0,FY2023,FQ1,2023-11
20231108,2023-11-08,2023,Q4,4,November,11,Nov,45,Wednesday,8,0,FY2023,FQ1,2023-11
20231109,2023-11-09,2023,Q4,4,November,11,Nov,45,Thursday,9,0,FY2023,FQ1,2023-11
20231110,2023-11-10,2023,Q4,4,November,11,Nov,45,Friday,10,0,FY2023,FQ1,2023-11
20231111,2023-11-11,2023,Q4,4,November,11,Nov,45,Saturday,11,1,FY2023,FQ1,2023-11
20231112,2023-11-12,2023,Q4,4,November,11,Nov,45,Sunday,12,1,FY2023,FQ1,2023-11
20231113,2023-11-13,2023,Q4,4,November,11,Nov,46,Monday,13,0,FY2023,FQ1,2023-11
20231114,2023-11-14,2023,Q4,4,November,11,Nov,46,Tuesday,14,0,FY2023,FQ1,2023-11
20231115,2023-11-15,2023,Q4,4,November,11,Nov,46,Wednesday,15,0,FY2023,FQ1,2023-11
20231116,2023-11-16,2023,Q4,4,November,11,Nov,46,Thursday,16,0,FY2023,FQ1,2023-11
20231117,2023-11-17,2023,Q4,4,November,11,Nov,46,Friday,17,0,FY2023,FQ1,2023-11
20231118,2023-11-18,2023,Q4,4,November,11,Nov,46,Saturday,18,1,FY2023,FQ1,2023-11
20231119,2023-11-19,2023,Q4,4,November,11,Nov,46,Sunday,19,1,FY2023,FQ1,2023-11
20231120,2023-11-20,2023,Q4,4,November,11,Nov,47,Monday,20,0,FY2023,FQ1,2023-11
20231121,2023-11-21,2023,Q4,4,November,11,Nov,47,Tuesday,21,0,FY2023,FQ1,2023-11
20231122,2023-11-22,2023,Q4,4,November,11,Nov,47,Wednesday,22,0,FY2023,FQ1,2023-11
20231123,2023-11-23,2023,Q4,4,November,11,Nov,47,Thursday,23,0,FY2023,FQ1,2023-11
20231124,2023-11-24,2023,Q4,4,November,11,Nov,47,Friday,24,0,FY2023,FQ1,2023-11
20231125,2023-11-25,2023,Q4,4,November,11,Nov,47,Saturday,25,1,FY2023,FQ1,2023-11
20231126,2023-11-26,2023,Q4,4,November,11,Nov,47,Sunday,26,1,FY2023,FQ1,2023-11
20231127,2023-11-27,2023,Q4,4,November,11,Nov,48,Monday,27,0,FY2023,FQ1,2023-11
20231128,2023-11-28,2023,Q4,4,November,11,Nov,48,Tuesday,28,0,FY2023,FQ1,2023-11
20231129,2023-11-29,2023,Q4,4,November,11,Nov,48,Wednesday,29,0,FY2023,FQ1,2023-11
20231130,2023-11-30,2023,Q4,4,November,11,Nov,48,Thursday,30,0,FY2023,FQ1,2023-11
20231201,2023-12-01,2023,Q4,4,December,12,Dec,48,Friday,1,0,FY2023,FQ1,2023-12
20231202,2023-12-02,2023,Q4,4,December,12,Dec,48,Saturday,2,1,FY2023,FQ1,2023-12
20231203,2023-12-03,2023,Q4,4,December,12,Dec,48,Sunday,3,1,FY2023,FQ1,2023-12
20231204,2023-12-04,2023,Q4,4,December,12,Dec,49,Monday,4,0,FY2023,FQ1,2023-12
20231205,2023-12-05,2023,Q4,4,December,12,Dec,49,Tuesday,5,0,FY2023,FQ1,2023-12
20231206,2023-12-06,2023,Q4,4,December,12,Dec,49,Wednesday,6,0,FY2023,FQ1,2023-12
20231207,2023-12-07,2023,Q4,4,December,12,Dec,49,Thursday,7,0,FY2023,FQ1,2023-12
20231208,2023-12-08,2023,Q4,4,December,12,Dec,49,Friday,8,0,FY2023,FQ1,2023-12
20231209,2023-12-09,2023,Q4,4,December,12,Dec,49,Saturday,9,1,FY2023,FQ1,2023-12
20231210,2023-12-10,2023,Q4,4,December,12,Dec,49,Sunday,10,1,FY2023,FQ1,2023-12
20231211,2023-12-11,2023,Q4,4,December,12,Dec,50,Monday,11,0,FY2023,FQ1,2023-12
20231212,2023-12-12,2023,Q4,4,December,12,Dec,50,Tuesday,12,0,FY2023,FQ1,2023-12
20231213,2023-12-13,2023,Q4,4,December,12,Dec,50,Wednesday,13,0,FY2023,FQ1,2023-12
20231214,2023-12-14,2023,Q4,4,December,12,Dec,50,Thursday,14,0,FY2023,FQ1,2023-12
20231215,2023-12-15,2023,Q4,4,December,12,Dec,50,Friday,15,0,FY2023,FQ1,2023-12
20231216,2023-12-16,2023,Q4,4,December,12,Dec,50,Saturday,16,1,FY2023,FQ1,2023-12
20231217,2023-12-17,2023,Q4,4,December,12,Dec,50,Sunday,17,1,FY2023,FQ1,2023-12
20231218,2023-12-18,2023,Q4,4,December,12,Dec,51,Monday,18,0,FY2023,FQ1,2023-12
20231219,2023-12-19,2023,Q4,4,December,12,Dec,51,Tuesday,19,0,FY2023,FQ1,2023-12
20231220,2023-12-20,2023,Q4,4,December,12,Dec,51,Wednesday,20,0,FY2023,FQ1,2023-12
20231221,2023-12-21,2023,Q4,4,December,12,Dec,51,Thursday,21,0,FY2023,FQ1,2023-12
20231222,2023-12-22,2023,Q4,4,December,12,Dec,51,Friday,22,0,FY2023,FQ1,2023-12
20231223,2023-12-23,2023,Q4,4,December,12,Dec,51,Saturday,23,1,FY2023,FQ1,2023-12
20231224,2023-12-24,2023,Q4,4,December,12,Dec,51,Sunday,24,1,FY2023,FQ1,2023-12
20231225,2023-12-25,2023,Q4,4,December,12,Dec,52,Monday,25,0,FY2023,FQ1,2023-12
20231226,2023-12-26,2023,Q4,4,December,12,Dec,52,Tuesday,26,0,FY2023,FQ1,2023-12
20231227,2023-12-27,2023,Q4,4,December,12,Dec,52,Wednesday,27,0,FY2023,FQ1,2023-12
20231228,2023-12-28,2023,Q4,4,December,12,Dec,52,Thursday,28,0,FY2023,FQ1,2023-12
20231229,2023-12-29,2023,Q4,4,December,12,Dec,52,Friday,29,0,FY2023,FQ1,2023-12
20231230,2023-12-30,2023,Q4,4,December,12,Dec,52,Saturday,30,1,FY2023,FQ1,2023-12
20231231,2023-12-31,2023,Q4,4,December,12,Dec,52,Sunday,31,1,FY2023,FQ1,2023-12
20240101,2024-01-01,2024,Q1,1,January,1,Jan,1,Monday,1,0,FY2023,FQ2,2024-01
20240102,2024-01-02,2024,Q1,1,January,1,Jan,1,Tuesday,2,0,FY2023,FQ2,2024-01
20240103,2024-01-03,2024,Q1,1,January,1,Jan,1,Wednesday,3,0,FY2023,FQ2,2024-01
20240104,2024-01-04,2024,Q1,1,January,1,Jan,1,Thursday,4,0,FY2023,FQ2,2024-01
20240105,2024-01-05,2024,Q1,1,January,1,Jan,1,Friday,5,0,FY2023,FQ2,2024-01
20240106,2024-01-06,2024,Q1,1,January,1,Jan,1,Saturday,6,1,FY2023,FQ2,2024-01
20240107,2024-01-07,2024,Q1,1,January,1,Jan,1,Sunday,7,1,FY2023,FQ2,2024-01
20240108,2024-01-08,2024,Q1,1,January,1,Jan,2,Monday,8,0,FY2023,FQ2,2024-01
20240109,2024-01-09,2024,Q1,1,January,1,Jan,2,Tuesday,9,0,FY2023,FQ2,2024-01
20240110,2024-01-10,2024,Q1,1,January,1,Jan,2,Wednesday,10,0,FY2023,FQ2,2024-01
20240111,2024-01-11,2024,Q1,1,January,1,Jan,2,Thursday,11,0,FY2023,FQ2,2024-01
20240112,2024-01-12,2024,Q1,1,January,1,Jan,2,Friday,12,0,FY2023,FQ2,2024-01
20240113,2024-01-13,2024,Q1,1,January,1,Jan,2,Saturday,13,1,FY2023,FQ2,2024-01
20240114,2024-01-14,2024,Q1,1,January,1,Jan,2,Sunday,14,1,FY2023,FQ2,2024-01
20240115,2024-01-15,2024,Q1,1,January,1,Jan,3,Monday,15,0,FY2023,FQ2,2024-01
20240116,2024-01-16,2024,Q1,1,January,1,Jan,3,Tuesday,16,0,FY2023,FQ2,2024-01
20240117,2024-01-17,2024,Q1,1,January,1,Jan,3,Wednesday,17,0,FY2023,FQ2,2024-01
20240118,2024-01-18,2024,Q1,1,January,1,Jan,3,Thursday,18,0,FY2023,FQ2,2024-01
20240119,2024-01-19,2024,Q1,1,January,1,Jan,3,Friday,19,0,FY2023,FQ2,2024-01
20240120,2024-01-20,2024,Q1,1,January,1,Jan,3,Saturday,20,1,FY2023,FQ2,2024-01
20240121,2024-01-21,2024,Q1,1,January,1,Jan,3,Sunday,21,1,FY2023,FQ2,2024-01
20240122,2024-01-22,2024,Q1,1,January,1,Jan,4,Monday,22,0,FY2023,FQ2,2024-01
20240123,2024-01-23,2024,Q1,1,January,1,Jan,4,Tuesday,23,0,FY2023,FQ2,2024-01
20240124,2024-01-24,2024,Q1,1,January,1,Jan,4,Wednesday,24,0,FY2023,FQ2,2024-01
20240125,2024-01-25,2024,Q1,1,January,1,Jan,4,Thursday,25,0,FY2023,FQ2,2024-01
20240126,2024-01-26,2024,Q1,1,January,1,Jan,4,Friday,26,0,FY2023,FQ2,2024-01
20240127,2024-01-27,2024,Q1,1,January,1,Jan,4,Saturday,27,1,FY2023,FQ2,2024-01
20240128,2024-01-28,2024,Q1,1,January,1,Jan,4,Sunday,28,1,FY2023,FQ2,2024-01
20240129,2024-01-29,2024,Q1,1,January,1,Jan,5,Monday,29,0,FY2023,FQ2,2024-01
20240130,2024-01-30,2024,Q1,1,January,1,Jan,5,Tuesday,30,0,FY2023,FQ2,2024-01
20240131,2024-01-31,2024,Q1,1,January,1,Jan,5,Wednesday,31,0,FY2023,FQ2,2024-01
20240201,2024-02-01,2024,Q1,1,February,2,Feb,5,Thursday,1,0,FY2023,FQ2,2024-02
20240202,2024-02-02,2024,Q1,1,February,2,Feb,5,Friday,2,0,FY2023,FQ2,2024-02
20240203,2024-02-03,2024,Q1,1,February,2,Feb,5,Saturday,3,1,FY2023,FQ2,2024-02
20240204,2024-02-04,2024,Q1,1,February,2,Feb,5,Sunday,4,1,FY2023,FQ2,2024-02
20240205,2024-02-05,2024,Q1,1,February,2,Feb,6,Monday,5,0,FY2023,FQ2,2024-02
20240206,2024-02-06,2024,Q1,1,February,2,Feb,6,Tuesday,6,0,FY2023,FQ2,2024-02
20240207,2024-02-07,2024,Q1,1,February,2,Feb,6,Wednesday,7,0,FY2023,FQ2,2024-02
20240208,2024-02-08,2024,Q1,1,February,2,Feb,6,Thursday,8,0,FY2023,FQ2,2024-02
20240209,2024-02-09,2024,Q1,1,February,2,Feb,6,Friday,9,0,FY2023,FQ2,2024-02
20240210,2024-02-10,2024,Q1,1,February,2,Feb,6,Saturday,10,1,FY2023,FQ2,2024-02
20240211,2024-02-11,2024,Q1,1,February,2,Feb,6,Sunday,11,1,FY2023,FQ2,2024-02
20240212,2024-02-12,2024,Q1,1,February,2,Feb,7,Monday,12,0,FY2023,FQ2,2024-02
20240213,2024-02-13,2024,Q1,1,February,2,Feb,7,Tuesday,13,0,FY2023,FQ2,2024-02
20240214,2024-02-14,2024,Q1,1,February,2,Feb,7,Wednesday,14,0,FY2023,FQ2,2024-02
20240215,2024-02-15,2024,Q1,1,February,2,Feb,7,Thursday,15,0,FY2023,FQ2,2024-02
20240216,2024-02-16,2024,Q1,1,February,2,Feb,7,Friday,16,0,FY2023,FQ2,2024-02
20240217,2024-02-17,2024,Q1,1,February,2,Feb,7,Saturday,17,1,FY2023,FQ2,2024-02
20240218,2024-02-18,2024,Q1,1,February,2,Feb,7,Sunday,18,1,FY2023,FQ2,2024-02
20240219,2024-02-19,2024,Q1,1,February,2,Feb,8,Monday,19,0,FY2023,FQ2,2024-02
20240220,2024-02-20,2024,Q1,1,February,2,Feb,8,Tuesday,20,0,FY2023,FQ2,2024-02
20240221,2024-02-21,2024,Q1,1,February,2,Feb,8,Wednesday,21,0,FY2023,FQ2,2024-02
20240222,2024-02-22,2024,Q1,1,February,2,Feb,8,Thursday,22,0,FY2023,FQ2,2024-02
20240223,2024-02-23,2024,Q1,1,February,2,Feb,8,Friday,23,0,FY2023,FQ2,2024-02
20240224,2024-02-24,2024,Q1,1,February,2,Feb,8,Saturday,24,1,FY2023,FQ2,2024-02
20240225,2024-02-25,2024,Q1,1,February,2,Feb,8,Sunday,25,1,FY2023,FQ2,2024-02
20240226,2024-02-26,2024,Q1,1,February,2,Feb,9,Monday,26,0,FY2023,FQ2,2024-02
20240227,2024-02-27,2024,Q1,1,February,2,Feb,9,Tuesday,27,0,FY2023,FQ2,2024-02
20240228,2024-02-28,2024,Q1,1,February,2,Feb,9,Wednesday,28,0,FY2023,FQ2,2024-02
20240229,2024-02-29,2024,Q1,1,February,2,Feb,9,Thursday,29,0,FY2023,FQ2,2024-02
20240301,2024-03-01,2024,Q1,1,March,3,Mar,9,Friday,1,0,FY2023,FQ2,2024-03
20240302,2024-03-02,2024,Q1,1,March,3,Mar,9,Saturday,2,1,FY2023,FQ2,2024-03
20240303,2024-03-03,2024,Q1,1,March,3,Mar,9,Sunday,3,1,FY2023,FQ2,2024-03
20240304,2024-03-04,2024,Q1,1,March,3,Mar,10,Monday,4,0,FY2023,FQ2,2024-03
20240305,2024-03-05,2024,Q1,1,March,3,Mar,10,Tuesday,5,0,FY2023,FQ2,2024-03
20240306,2024-03-06,2024,Q1,1,March,3,Mar,10,Wednesday,6,0,FY2023,FQ2,2024-03
20240307,2024-03-07,2024,Q1,1,March,3,Mar,10,Thursday,7,0,FY2023,FQ2,2024-03
20240308,2024-03-08,2024,Q1,1,March,3,Mar,10,Friday,8,0,FY2023,FQ2,2024-03
20240309,2024-03-09,2024,Q1,1,March,3,Mar,10,Saturday,9,1,FY2023,FQ2,2024-03
20240310,2024-03-10,2024,Q1,1,March,3,Mar,10,Sunday,10,1,FY2023,FQ2,2024-03
20240311,2024-03-11,2024,Q1,1,March,3,Mar,11,Monday,11,0,FY2023,FQ2,2024-03
20240312,2024-03-12,2024,Q1,1,March,3,Mar,11,Tuesday,12,0,FY2023,FQ2,2024-03
20240313,2024-03-13,2024,Q1,1,March,3,Mar,11,Wednesday,13,0,FY2023,FQ2,2024-03
20240314,2024-03-14,2024,Q1,1,March,3,Mar,11,Thursday,14,0,FY2023,FQ2,2024-03
20240315,2024-03-15,2024,Q1,1,March,3,Mar,11,Friday,15,0,FY2023,FQ2,2024-03
20240316,2024-03-16,2024,Q1,1,March,3,Mar,11,Saturday,16,1,FY2023,FQ2,2024-03
20240317,2024-03-17,2024,Q1,1,March,3,Mar,11,Sunday,17,1,FY2023,FQ2,2024-03
20240318,2024-03-18,2024,Q1,1,March,3,Mar,12,Monday,18,0,FY2023,FQ2,2024-03
20240319,2024-03-19,2024,Q1,1,March,3,Mar,12,Tuesday,19,0,FY2023,FQ2,2024-03
20240320,2024-03-20,2024,Q1,1,March,3,Mar,12,Wednesday,20,0,FY2023,FQ2,2024-03
20240321,2024-03-21,2024,Q1,1,March,3,Mar,12,Thursday,21,0,FY2023,FQ2,2024-03
20240322,2024-03-22,2024,Q1,1,March,3,Mar,12,Friday,22,0,FY2023,FQ2,2024-03
20240323,2024-03-23,2024,Q1,1,March,3,Mar,12,Saturday,23,1,FY2023,FQ2,2024-03
20240324,2024-03-24,2024,Q1,1,March,3,Mar,12,Sunday,24,1,FY2023,FQ2,2024-03
20240325,2024-03-25,2024,Q1,1,March,3,Mar,13,Monday,25,0,FY2023,FQ2,2024-03
20240326,2024-03-26,2024,Q1,1,March,3,Mar,13,Tuesday,26,0,FY2023,FQ2,2024-03
20240327,2024-03-27,2024,Q1,1,March,3,Mar,13,Wednesday,27,0,FY2023,FQ2,2024-03
20240328,2024-03-28,2024,Q1,1,March,3,Mar,13,Thursday,28,0,FY2023,FQ2,2024-03
20240329,2024-03-29,2024,Q1,1,March,3,Mar,13,Friday,29,0,FY2023,FQ2,2024-03
20240330,2024-03-30,2024,Q1,1,March,3,Mar,13,Saturday,30,1,FY2023,FQ2,2024-03
20240331,2024-03-31,2024,Q1,1,March,3,Mar,13,Sunday,31,1,FY2023,FQ2,2024-03
20240401,2024-04-01,2024,Q2,2,April,4,Apr,14,Monday,1,0,FY2024,FQ3,2024-04
20240402,2024-04-02,2024,Q2,2,April,4,Apr,14,Tuesday,2,0,FY2024,FQ3,2024-04
20240403,2024-04-03,2024,Q2,2,April,4,Apr,14,Wednesday,3,0,FY2024,FQ3,2024-04
20240404,2024-04-04,2024,Q2,2,April,4,Apr,14,Thursday,4,0,FY2024,FQ3,2024-04
20240405,2024-04-05,2024,Q2,2,April,4,Apr,14,Friday,5,0,FY2024,FQ3,2024-04
20240406,2024-04-06,2024,Q2,2,April,4,Apr,14,Saturday,6,1,FY2024,FQ3,2024-04
20240407,2024-04-07,2024,Q2,2,April,4,Apr,14,Sunday,7,1,FY2024,FQ3,2024-04
20240408,2024-04-08,2024,Q2,2,April,4,Apr,15,Monday,8,0,FY2024,FQ3,2024-04
20240409,2024-04-09,2024,Q2,2,April,4,Apr,15,Tuesday,9,0,FY2024,FQ3,2024-04
20240410,2024-04-10,2024,Q2,2,April,4,Apr,15,Wednesday,10,0,FY2024,FQ3,2024-04
20240411,2024-04-11,2024,Q2,2,April,4,Apr,15,Thursday,11,0,FY2024,FQ3,2024-04
20240412,2024-04-12,2024,Q2,2,April,4,Apr,15,Friday,12,0,FY2024,FQ3,2024-04
20240413,2024-04-13,2024,Q2,2,April,4,Apr,15,Saturday,13,1,FY2024,FQ3,2024-04
20240414,2024-04-14,2024,Q2,2,April,4,Apr,15,Sunday,14,1,FY2024,FQ3,2024-04
20240415,2024-04-15,2024,Q2,2,April,4,Apr,16,Monday,15,0,FY2024,FQ3,2024-04
20240416,2024-04-16,2024,Q2,2,April,4,Apr,16,Tuesday,16,0,FY2024,FQ3,2024-04
20240417,2024-04-17,2024,Q2,2,April,4,Apr,16,Wednesday,17,0,FY2024,FQ3,2024-04
20240418,2024-04-18,2024,Q2,2,April,4,Apr,16,Thursday,18,0,FY2024,FQ3,2024-04
20240419,2024-04-19,2024,Q2,2,April,4,Apr,16,Friday,19,0,FY2024,FQ3,2024-04
20240420,2024-04-20,2024,Q2,2,April,4,Apr,16,Saturday,20,1,FY2024,FQ3,2024-04
20240421,2024-04-21,2024,Q2,2,April,4,Apr,16,Sunday,21,1,FY2024,FQ3,2024-04
20240422,2024-04-22,2024,Q2,2,April,4,Apr,17,Monday,22,0,FY2024,FQ3,2024-04
20240423,2024-04-23,2024,Q2,2,April,4,Apr,17,Tuesday,23,0,FY2024,FQ3,2024-04
20240424,2024-04-24,2024,Q2,2,April,4,Apr,17,Wednesday,24,0,FY2024,FQ3,2024-04
20240425,2024-04-25,2024,Q2,2,April,4,Apr,17,Thursday,25,0,FY2024,FQ3,2024-04
20240426,2024-04-26,2024,Q2,2,April,4,Apr,17,Friday,26,0,FY2024,FQ3,2024-04
20240427,2024-04-27,2024,Q2,2,April,4,Apr,17,Saturday,27,1,FY2024,FQ3,2024-04
20240428,2024-04-28,2024,Q2,2,April,4,Apr,17,Sunday,28,1,FY2024,FQ3,2024-04
20240429,2024-04-29,2024,Q2,2,April,4,Apr,18,Monday,29,0,FY2024,FQ3,2024-04
20240430,2024-04-30,2024,Q2,2,April,4,Apr,18,Tuesday,30,0,FY2024,FQ3,2024-04
20240501,2024-05-01,2024,Q2,2,May,5,May,18,Wednesday,1,0,FY2024,FQ3,2024-05
20240502,2024-05-02,2024,Q2,2,May,5,May,18,Thursday,2,0,FY2024,FQ3,2024-05
20240503,2024-05-03,2024,Q2,2,May,5,May,18,Friday,3,0,FY2024,FQ3,2024-05
20240504,2024-05-04,2024,Q2,2,May,5,May,18,Saturday,4,1,FY2024,FQ3,2024-05
20240505,2024-05-05,2024,Q2,2,May,5,May,18,Sunday,5,1,FY2024,FQ3,2024-05
20240506,2024-05-06,2024,Q2,2,May,5,May,19,Monday,6,0,FY2024,FQ3,2024-05
20240507,2024-05-07,2024,Q2,2,May,5,May,19,Tuesday,7,0,FY2024,FQ3,2024-05
20240508,2024-05-08,2024,Q2,2,May,5,May,19,Wednesday,8,0,FY2024,FQ3,2024-05
20240509,2024-05-09,2024,Q2,2,May,5,May,19,Thursday,9,0,FY2024,FQ3,2024-05
20240510,2024-05-10,2024,Q2,2,May,5,May,19,Friday,10,0,FY2024,FQ3,2024-05
20240511,2024-05-11,2024,Q2,2,May,5,May,19,Saturday,11,1,FY2024,FQ3,2024-05
20240512,2024-05-12,2024,Q2,2,May,5,May,19,Sunday,12,1,FY2024,FQ3,2024-05
20240513,2024-05-13,2024,Q2,2,May,5,May,20,Monday,13,0,FY2024,FQ3,2024-05
20240514,2024-05-14,2024,Q2,2,May,5,May,20,Tuesday,14,0,FY2024,FQ3,2024-05
20240515,2024-05-15,2024,Q2,2,May,5,May,20,Wednesday,15,0,FY2024,FQ3,2024-05
20240516,2024-05-16,2024,Q2,2,May,5,May,20,Thursday,16,0,FY2024,FQ3,2024-05
20240517,2024-05-17,2024,Q2,2,May,5,May,20,Friday,17,0,FY2024,FQ3,2024-05
20240518,2024-05-18,2024,Q2,2,May,5,May,20,Saturday,18,1,FY2024,FQ3,2024-05
20240519,2024-05-19,2024,Q2,2,May,5,May,20,Sunday,19,1,FY2024,FQ3,2024-05
20240520,2024-05-20,2024,Q2,2,May,5,May,21,Monday,20,0,FY2024,FQ3,2024-05
20240521,2024-05-21,2024,Q2,2,May,5,May,21,Tuesday,21,0,FY2024,FQ3,2024-05
20240522,2024-05-22,2024,Q2,2,May,5,May,21,Wednesday,22,0,FY2024,FQ3,2024-05
20240523,2024-05-23,2024,Q2,2,May,5,May,21,Thursday,23,0,FY2024,FQ3,2024-05
20240524,2024-05-24,2024,Q2,2,May,5,May,21,Friday,24,0,FY2024,FQ3,2024-05
20240525,2024-05-25,2024,Q2,2,May,5,May,21,Saturday,25,1,FY2024,FQ3,2024-05
20240526,2024-05-26,2024,Q2,2,May,5,May,21,Sunday,26,1,FY2024,FQ3,2024-05
20240527,2024-05-27,2024,Q2,2,May,5,May,22,Monday,27,0,FY2024,FQ3,2024-05
20240528,2024-05-28,2024,Q2,2,May,5,May,22,Tuesday,28,0,FY2024,FQ3,2024-05
20240529,2024-05-29,2024,Q2,2,May,5,May,22,Wednesday,29,0,FY2024,FQ3,2024-05
